formatted_index,formatted_id,cleaned_text,Annotation,oh_label,users,hashtags,links
5755-9709-2636-2300-16,5755-9709-2636-2300-16,Kat strikes me as a very repulsive individual...,sexism,1.0,,#MKR,
5755-9556-3694-9729-92,5755-9556-3694-9729-92,KAT IS ACTUALLY PSYCHOTIC. OFF MKR INTO A PSYCHIATRIC WARD,sexism,1.0,,#mkr,
4932-6850-5261-6620-16,4932-6850-5261-6620-16,"RT : I'm not sexist, but I hate female sports talk hosts",sexism,1.0,@Steven_KGang,,
5723-6211-9473-0700-16,5723-6211-9473-0700-16,"These two need to be in the dictionary under ""Gen Y""",sexism,1.0,,#mkr,
5723-1960-8947-9130-24,5723-1960-8947-9130-24,"the theme for their instant restaurant appears to be ""barbie's dream narcissism kitchen"" 💋",sexism,1.0,,#MKR,
5723-4999-6919-4720-00,5723-4999-6919-4720-00,if those girls use the word Sass one more time.. it does not mean what they think it means.,sexism,1.0,,#MKR #dictionary #dumbblonde #ergh,
4126-4698-4084-7500-16,4126-4698-4084-7500-16,"You're a fucking asshole.  Eh, seems about right...",sexism,1.0,@andrewbossvoss,#notsexist,http://t.co/ajbW13kK2p
5723-6188-4235-5260-16,5723-6188-4235-5260-16,Katie's eyebrows are still terrible BTW,sexism,1.0,,#MKR #MKR2015,
5717-8568-3255-1809-92,5717-8568-3255-1809-92,Does she have a legal obligation to report?  I don't think she does...,sexism,1.0,@susanhaggard1 @sara771987,,
5678-2043-3988-3130-24,5678-2043-3988-3130-24,RT : Guy who stabbed two people at busstop has face that says I'm going to stab you at a bus stop.,sexism,1.0,@mitrebox,,http://t.co/nAp4hHbfUc
5633-6371-4401-7059-84,5633-6371-4401-7059-84,Nope. Adoption and safe haven.  She is not bound.,sexism,1.0,@Ryan140GG,,
4775-6932-9802-6620-16,4775-6932-9802-6620-16,RT  i mean no disrespect by this but girls are much more difficult to coach than boys for me,sexism,1.0,@Ademich2,#notSexist,
5755-9627-1211-1509-76,5755-9627-1211-1509-76,"Kat is actually a bitch, but I had to laugh at her response.",sexism,1.0,,#MKR,
5608-1810-1638-2869-76,5608-1810-1638-2869-76,RT : Why do film bosses have to make life weird  with an all women cast... Why...Not sexist but it's just odd. Would …,sexism,1.0,@pdemmett,#Ghostbusters,
3967-1578-9308-2929-92,3967-1578-9308-2929-92,RT  Women should never participate in No Shave November. You should only have hair on your head.,sexism,1.0,@hymnforrachel,,
5646-5698-2372-9249-92,5646-5698-2372-9249-92,Or grab a camera...,sexism,1.0,@TooPawned,,
5712-8689-9807-1379-84,5712-8689-9807-1379-84,"RT :   My friend his wife was mentally unstable, assaulted him, and abused the kids and he proved it sh…",sexism,1.0,@TamedInsanity @itspatrickallen @MT8_9,,
5628-3564-3404-1450-24,5628-3564-3404-1450-24,Men are assaulted 5 times more than women.,sexism,1.0,@tammykennon,,
5755-9659-9516-1189-76,5755-9659-9516-1189-76,I think the whole country hates  right now,sexism,1.0,,#Kat #mkr,
5658-8915-6493-3779-84,5658-8915-6493-3779-84,". They have no sense of irony or awareness. Or shame. Or decency. Or...well, I could do this all day...",sexism,1.0,@SassNPearls,,
4007-1791-2375-1900-16,4007-1791-2375-1900-16,"RT :  If you're expending energy to run this account, at least take the time to muster up a halfway witty response t…",sexism,1.0,@sbrew11 @YesYoureSexist,,
5759-5603-3559-9290-24,5759-5603-3559-9290-24,Pity the tide didn't come in and sink Annie's meatballs,sexism,1.0,,#MKR,
5635-9269-5667-7569-92,5635-9269-5667-7569-92,I'm looking for them...lot of hay on top of those needles.,sexism,1.0,@feministlah,,
3886-8740-2807-4800-00,3886-8740-2807-4800-00,"RT  I'm not sexist, but as I told you a billion times, I do have my values and I'm entitled to my opinions.",sexism,1.0,@xrocknroll,,
5755-9712-8812-1020-16,5755-9712-8812-1020-16,RT : Oh Shit. Now we have to put up with freaking Kat and No Balls Andre for another week. FMD.,sexism,1.0,@musicshooter,#mkr,
5759-6683-9076-9660-16,5759-6683-9076-9660-16,"RT : Well done Ash &amp; Camilla, now try some humility instead of being front bums",sexism,1.0,@CorinnaSladey,#mkr,
5723-5748-3047-4609-92,5723-5748-3047-4609-92,"Tonight's  confirms the casting people trawl the dark depths of the seriously delusional, the supremely misguided &amp; plain rotten cooks.",sexism,1.0,,#MKR,
5697-1769-0757-1939-84,5697-1769-0757-1939-84,"unless you want them to date you, bang you, call you, stalk you THEN cry rape &amp; do ""performance art"".",sexism,1.0,,#DontDateSJWs,http://t.co/vRPol5nc67
4334-0929-8895-3520-00,4334-0929-8895-3520-00,"RT  Not sexist, but female football commentators just don't work, can't take it serious. Netball maybe",sexism,1.0,@stuartpaget5,,
5759-5415-0862-6389-76,5759-5415-0862-6389-76,"Kat adds ""delusional"" to her list of personality faults.",sexism,1.0,,#mkr,
5723-3202-4930-8320-00,5723-3202-4930-8320-00,"Love a subtle menu. Sausage, spatchCOCK, tart. Perfect.",sexism,1.0,,#MKR #whereisyourdignity,
5759-5736-1849-8149-76,5759-5736-1849-8149-76,Wow. Wiped that bitchy smile right of your face Kat,sexism,1.0,,#MKR #Fail,
5573-7261-1911-7539-84,5573-7261-1911-7539-84,RT :   that's dumb. there's nothing wrong with satire and sexist jokes.,sexism,1.0,@maxcaras @YesYoureSexist @BastendorfGames,,
4723-8619-7541-4910-08,4723-8619-7541-4910-08,RT :  not sexist but dis so cringeworthy HAHAHAHA pls stop making gamur gurls over the top it's annoying,sexism,1.0,@cy4nated,,http://t.co/LdKpHY1Uvo
5723-4549-1003-8709-76,5723-4549-1003-8709-76,RT : The face of very ugly promo girls ! Faces like cats arsehole  excited to see them down tonight...literally http:/…,sexism,1.0,@sales88194029 @go,#mkr,
3938-9966-8507-0869-76,3938-9966-8507-0869-76,"RT : I'm not sexist, but sometimes I look at a female and ponder if I'd offer a goat and full sack of potatoes for her hand, in…",sexism,1.0,@CHRisNOBODY,,
4469-9939-2692-6129-92,4469-9939-2692-6129-92,RT : Omg  I'm not sexist but enough with the women cricket tweets. Complete over estimation of how much people…,sexism,1.0,@davidrcporter @EnglandCricket,,
3902-5616-4203-5320-32,3902-5616-4203-5320-32,"She's crying over how poorly she raised you.  Where's my mother, I'm in need of a sandwich",sexism,1.0,@MAFGHAN94,#notsexist,
4357-9391-2842-5799-68,4357-9391-2842-5799-68,I'm not sexist but women do cook nd clean better then us,sexism,1.0,@abbebarca,#ItsAcompliment,http://t.co/ayOy83G6s0
5693-5837-7874-2970-24,5693-5837-7874-2970-24,She has a very low IQ.,sexism,1.0,@DidymusLeonhart,,
4521-2687-5125-4200-32,4521-2687-5125-4200-32,RT   You are a tool if you set your phone background as a selfie. Male or female.,sexism,1.0,@Banta_14,#notsexist #jk #womanbeater,http://t.co/8NkQqwiuAV
5663-9325-9375-9850-24,5663-9325-9375-9850-24,RT :,sexism,1.0,@asredasmyhair @YoungBLKRepub,#FemFreeFriday,http://t.co/d6gWiYwReX
5703-9386-8467-7120-00,5703-9386-8467-7120-00,RT :       hospital if he finds out the kids not his.,sexism,1.0,@DisgruntleGamer @MT8_9 @JustLaurenB @grybranix @clitbabe @JulianDavis @Synthovine,,
5755-9981-4672-4129-92,5755-9981-4672-4129-92,I think the hashtag got some traction.,sexism,1.0,@DustyPee @MrTimothyKaye,#cuntandandre #mkr,
4318-8719-0671-3639-68,4318-8719-0671-3639-68,"RT :    typical female, wants everything :-)",sexism,1.0,@bazjayuu @rachdancey @joanne_pardoe @tracci74,,
5623-8087-2675-2300-16,5623-8087-2675-2300-16,"RT :    If your response isn't some level of introspection about it being sexist, but protesting the…",sexism,1.0,@reverenddg @zoegclifford @MT8_9 @fuckism_,,
4254-8370-3125-4140-16,4254-8370-3125-4140-16,RT  I swear I'm not sexist but get these ladies outta here when it comes to football,sexism,1.0,@DOCTOR___J,,
5666-0010-9631-5000-32,5666-0010-9631-5000-32,"Nope.  Hence, the two DIFFERENT terms.",sexism,1.0,@alston_myles @BattleOfWho,,
5759-8485-5470-6080-00,5759-8485-5470-6080-00,"Was out shopping so I just caught up on the Ep. Does anyone think ""bobble head"" when they see Lloyd? Kat- still a cunt,still can't cook",sexism,1.0,,#mkr,
5188-3089-0861-2120-32,5188-3089-0861-2120-32,RT : I'm not sexist but there's no way the nhl should let women in. They play a non-checking game. It's two totally different…,sexism,1.0,@Connor_Reed77,,
4357-9416-0604-2990-08,4357-9416-0604-2990-08,Maybe you don't like it that much.  Id like to consider myself open minded. And not sexist. But...female UFC? What in the fuck,sexism,1.0,@EgoArchitect,,
5755-9680-8954-4990-08,5755-9680-8954-4990-08,"RT :  if we have to see Kat on the TV past tonight, I'm out",sexism,1.0,@nastyjvc,#mkr,
5203-7976-3719-1600-00,5203-7976-3719-1600-00,RT : I'm not sexist but also definitely not a fan of the rumour of Ghostbusters 3 with women. What next? Steel Magnolias 2 with d…,sexism,1.0,@CasaMirth,,
5723-3222-1006-1349-76,5723-3222-1006-1349-76,Dumb blondes with pretty faces..?,sexism,1.0,,#MKR,
5766-1579-2185-2130-56,5766-1579-2185-2130-56,Undoubtedly you jerk your cock to every new Blumenthal tweet.,sexism,1.0,@dankmtl @PeaceNotHate_,,
4430-3334-3248-9820-16,4430-3334-3248-9820-16,"RT : Im not sexist, but women just can't drive",sexism,1.0,@Ezmac_Thedream,,
5751-1862-3896-9649-92,5751-1862-3896-9649-92,RT : I think I found the dumbest  sign. This can't be real right?   http:/…,sexism,1.0,@TamedInsanity,#INeedFeminismBecause #Feminism #WomenAgainstFeminism,
5666-8686-3281-6350-08,5666-8686-3281-6350-08,"RT :   ""at them"".",sexism,1.0,@sara771987 @MT8_9 @radioclashed,,http://t.co/vTIMa81g7M
5703-9033-4296-8419-84,5703-9033-4296-8419-84,RT :     hey guys what's going on in this thread,sexism,1.0,@grybranix @MT8_9 @clitbabe @JulianDavis @Synthovine,,http://t.co/3kkOCYlLb2
5723-6336-7110-7180-16,5723-6336-7110-7180-16,praying these two bloody bimbos will leave the comp in the next round,sexism,1.0,,#MKR,
5723-2760-9398-2720-00,5723-2760-9398-2720-00,Everything is deconstructed. They're no good at erections then?,sexism,1.0,,#MKR,
5391-7687-5063-4030-08,5391-7687-5063-4030-08,RT  Still not a fan of this lady that commentates during games played on Sabc...,sexism,1.0,@Lavita_,#NotSexist,
4521-2589-7395-4129-92,4521-2589-7395-4129-92,RT  Im not sexist but some females need to stay off the fucking roads,sexism,1.0,@SnackPrine,,
5095-6238-1857-7180-16,5095-6238-1857-7180-16,RT : I had no idea that Chicago is in the WNBA finals and I'm a die hard Chicago sports fan. Not sexist but literally no one c…,sexism,1.0,@BB_Addiction,,
4723-8666-8553-4369-92,4723-8666-8553-4369-92,THE OUTRAGE. THE OPPRESSION.  I'm not sexist but why is Annika on my memorial badges?,sexism,1.0,@FreeWilly_21,#PGANotLPGA,
3960-8852-4962-6640-00,3960-8852-4962-6640-00,"Make no mistake, they'll ridicule u, 2!  Most of ugirls should go out with no make up at all tonight.. No one would recognize you",sexism,1.0,@rickygee15,,
3879-6695-0740-9880-32,3879-6695-0740-9880-32,RT  I'm not sexist but everything seems to be about women. Women this women that . Hayi khona anikahle.,sexism,1.0,@_mzi,,
5654-9981-8605-5600-00,5654-9981-8605-5600-00,".  Nothing.  I like women in pink. It's a tipoff that they don't angrily reject femininity like...ahem, well, you know.",sexism,1.0,@JamieAgathaRose,,
4144-6803-3596-2279-68,4144-6803-3596-2279-68,RT : The FIRST ever Man vs Woman MMA fight is taking place this weekend in Brazil. Like for real? This should not happen …,sexism,1.0,@KinnleeB,#NotSexis,
4405-5490-7712-5040-00,4405-5490-7712-5040-00,"Great, YOU have a choice  Call me sexist but I don't like playing as women in video games unless they are survival horrorgames",sexism,1.0,@DeAndreWest44,,
3950-1085-8415-1779-84,3950-1085-8415-1779-84,LOL OMG  Call me sexist but I don't respect anything a girl has to say about football or sports itself lol,sexism,1.0,@Vino_Steph,,
4742-4659-6486-3820-16,4742-4659-6486-3820-16,RT : Females Need To Stop Thinking That They'll Be Treated Exactly The Same As Males...Society Wont Let It Happen  …,sexism,1.0,@GlockzRTR,#FactsOfLife #N,
5756-4157-4094-3399-68,5756-4157-4094-3399-68,"Omfg ""taste and swallow"". Quote. Of. The. Year.",sexism,1.0,,#mkr2015 #mkr #mykitchenrules,
5755-9588-5331-0179-84,5755-9588-5331-0179-84,"Kat, change your face",sexism,1.0,,#fuckerface #mkr,
5720-1655-3622-8229-76,5720-1655-3622-8229-76,"RT : ""Lets create a nicer society by acting like absolute cunts to everyone"" - Social Justice Warrior Logic  …",sexism,1.0,@Eliah_R,#GamerGate #WomenAgains,
5759-7239-4487-0380-16,5759-7239-4487-0380-16,Kat is one nasty bitch,sexism,1.0,,#mkr,
5121-0185-1664-4910-08,5121-0185-1664-4910-08,RT : Listen. I'm not sexist. But I'm a firm believer in the man setting the tone in the relationship,sexism,1.0,@GuruJeremy,,
5077-2802-9079-3230-08,5077-2802-9079-3230-08,RT  I'm not sexist but women sort out ur fucking parking ffs,sexism,1.0,@sketch442,,
4767-4778-6591-8259-84,4767-4778-6591-8259-84,Can't even get a p-value on your sample size.  I'm not sexist but I haven't met a single female driver that's good at parking,sexism,1.0,@darienpamplin,,
4188-2536-4131-9550-08,4188-2536-4131-9550-08,Fundamental understanding of meaning fail  I'm not sexist or anything but EVERY girl is crazy no exceptions.,sexism,1.0,@DonivanGray,,
5723-3918-4288-9809-92,5723-3918-4288-9809-92,The girls can cook for me anytime. Just not hot pot... or spatchcock.,sexism,1.0,,#MKR,
4102-0493-8262-6960-00,4102-0493-8262-6960-00,"RT : I'm talking football with a girl, this is weird.",sexism,1.0,@LoloKurth,#sorry #notsexist,
5649-7727-3800-2579-84,5649-7727-3800-2579-84,"U realize QuestionsForMen existed before Ford started posting snide crap in it, right?",sexism,1.0,@CheckItCool @CriticalKaiju,,http://t.co/EaKt1gODFy
5723-2651-3443-3939-84,5723-2651-3443-3939-84,"LoL - sausage, cock and end it with a tart! - best suited theme for these two",sexism,1.0,,#MKR,
5723-3354-2933-3070-08,5723-3354-2933-3070-08,There's no real technique to the dishes being served up by these blonde bimbos on . Chuck together + hope for the best.,sexism,1.0,,#MKR,
5671-4653-6984-1420-16,5671-4653-6984-1420-16,for knowingly retelling the wage gap myth &amp;  myth plus blaming all men for rape via  all to prop up Hillary 2016.,sexism,1.0,,#ILoveObama #1in5 #ItsOnUs,
5693-9202-5465-9539-84,5693-9202-5465-9539-84,Exactly.  Never had an Econ class EVER.,sexism,1.0,@MaddyBaylor @LBigmann,,
5760-0400-2380-3169-92,5760-0400-2380-3169-92,Does anyone else see the resemblance between Kat and  Freddy Krueger or is it just me.,sexism,1.0,,#mkr,
5706-0934-9975-8709-76,5706-0934-9975-8709-76,"RT :    I forgot the name of the one I personally talked to,but ill try and get it later.",sexism,1.0,@Druid2555 @HandzOfZeus @MT8_9 @TrainInVainn,,http://t…
5642-0196-9057-6650-24,5642-0196-9057-6650-24,"A genuinely interesting question...of course, the answer is predictable and boring.",sexism,1.0,@TehMenz,,
5070-3625-7017-2739-84,5070-3625-7017-2739-84,YES BYE : I'm not sexist but if we ever get a woman president I'm moving out the country,sexism,1.0,@KeyonMorris,,
4785-7533-3164-0730-24,4785-7533-3164-0730-24,RT : I guess  is the next terrible summer comedy on the list. Only females will laugh in that theater.  …,sexism,1.0,@ZachDuffy72,#Tammy #Guaranteed #NotSe,
5723-3168-6156-8739-84,5723-3168-6156-8739-84,Nikki...Kermit the frog called and he wants his voice back,sexism,1.0,@mykitchenrules,#MKR #MKR2015 #KillerBlondes,
5638-6072-9699-5290-24,5638-6072-9699-5290-24,RT :  did you know that when you look at a girl - you rape her?,sexism,1.0,@TehMenz,#QuestionsForMen,http://t.co/glPlA1So3a
5755-9711-7051-2940-16,5755-9711-7051-2940-16,"So those blonde chicks are gone, yayy",sexism,1.0,,#mkr,
5723-1706-8969-6970-24,5723-1706-8969-6970-24,Makeup time for Katie &amp; Nikki,sexism,1.0,,#mkr,http://t.co/HTCRBAEjuS
4504-2629-9958-3130-24,4504-2629-9958-3130-24,"Hear that, Vanessa Mae? Nate says you suck.  I'm not sexist but most women musicians suck ass",sexism,1.0,@longarm_johnson,,
5693-5808-4939-8910-08,5693-5808-4939-8910-08,No. But...Someone else linked her to the Sommers article an hour ago.,sexism,1.0,@DidymusLeonhart,,
4254-8469-9574-6119-68,4254-8469-9574-6119-68,HAHAHA I GET IT BAIT AND SWITCH  What is one thing I care less about than soccer? Women's soccer.,sexism,1.0,@StrosDude9,#NotSexist,
5755-9602-2459-5399-68,5755-9602-2459-5399-68,Kats face. I want to slap her seriously I hope they go but it doesn't look good. If they pass they won't last. They can't cook.,sexism,1.0,,#mkr,
5723-2934-5588-4120-32,5723-2934-5588-4120-32,Hope the blonde cows don't make it through!,sexism,1.0,,#MKR,
5673-2023-9441-2030-08,5673-2023-9441-2030-08,RT : It's insulting to women to expect them to only be attracted to super easy games. I honestly am insulted as a parent of a girl…,sexism,1.0,@fyoudbag,,
4742-6113-6041-1809-92,4742-6113-6041-1809-92,RT :   jealous cause they are inferior,sexism,1.0,@rorybrown_mufc @Connorsmart3 @YesYoureSexist,#jokes,
5699-0074-4935-1169-92,5699-0074-4935-1169-92,". ""Not paid the same in Hollywood""? They each have agents who individually negotiate their deals. You want to pay a flat rate?",sexism,1.0,@NotChrisSmith,,
4699-8627-2887-3210-24,4699-8627-2887-3210-24,RT :  I'm not sexist but I do agree with gender roles. I have a dick. U don't. Gender is not the same.,sexism,1.0,@Mr2Wrong @EskimoTori,,
5605-8456-9481-4819-84,5605-8456-9481-4819-84,"RT  I'm not sexist but the new Ghost Busters with an all woman cast, nah, won't be the same tbh",sexism,1.0,@chriske17370944,#Ghostbusters,
5641-1568-0539-0750-08,5641-1568-0539-0750-08,First tweet in years and it's a total false equivalency.  Why?,sexism,1.0,@AutobotBlades,,http://t.co/DcJprECjCx
5704-1168-9788-5920-00,5704-1168-9788-5920-00,RT :   Then I guess Feminism is just a sideshow as much as WWE wrestling in general.. Irony is off the c…,sexism,1.0,@RampaigerA79 @stevenbirt4real @MT8_9,,
5755-9644-1982-2759-68,5755-9644-1982-2759-68,Toodles bitches,sexism,1.0,,#mkr,
5755-9878-1510-4839-68,5755-9878-1510-4839-68,purposely pick slightly unattractive girls who're besotted with themselves. Makes good television lol,sexism,1.0,@wedancedonce,#mkr,
5283-0262-2290-4769-92,5283-0262-2290-4769-92,RT : I'm so not sexist but girls cannot wrap burritos at chipotle..... I think it's known fact. COME ON LADIES STEP IT UP,sexism,1.0,@carlyfreddy,,
5694-0183-5183-8499-84,5694-0183-5183-8499-84,That girl is hideous in every way...,sexism,1.0,@GibberAUS,,
5723-4182-9376-5980-16,5723-4182-9376-5980-16,This pair of blonde idiots are the worst thing that have EVER been on my TV in the history of my lounge room. GET OFF!!!!,sexism,1.0,,#MKR,
4071-7409-7508-9169-92,4071-7409-7508-9169-92,"RT : It bothers me when anyone uses foul language, but coming out of a girls mouth it seems 10x worse",sexism,1.0,@Krayfish35,#KeepItClean #NotSexist,
4521-2647-4502-3000-32,4521-2647-4502-3000-32,Men lack such self-awareness  Women are so complicated.,sexism,1.0,@3umarzF,#NotSexist,
5755-9601-7912-9340-16,5755-9601-7912-9340-16,"OH MY GOD,  SOMEONE PUNCH KAT IN THE FACE.",sexism,1.0,,#mkr,
5723-6532-7234-8140-16,5723-6532-7234-8140-16,I think Drasco just offered Colin an old fashioned wristy,sexism,1.0,,#MKR,
5736-3536-8710-3320-32,5736-3536-8710-3320-32,Unless you compare women and men with same profession and experience you are just a sexist.,sexism,1.0,@HegartyKatie @BlaBluebBlib79 @kelly_o_hara,,
5723-3522-2194-2289-92,5723-3522-2194-2289-92,"I don't think I can sit through any more of those blonde slags. This might be me, breaking up with you, .",sexism,1.0,,#mkr,
4310-9507-8929-4529-92,4310-9507-8929-4529-92,RT  I remember when I used to refuse to get on the bus if a woman was driving it,sexism,1.0,@metin_gozde,#NotSexist,
5662-2051-1856-6890-24,5662-2051-1856-6890-24,RT :,sexism,1.0,@AJM9588 @asredasmyhair @Republican_Mrs @redheadrepubs @conserv_miss @MT8_9 @repubprincess__,#ff #FemFreeFriday #IDontNeedFeminism,
5702-2541-8499-9690-24,5702-2541-8499-9690-24,"What does the "".77 on the dollar"" figure describe?",sexism,1.0,@thegeek_chick,,
4079-9398-1063-0209-92,4079-9398-1063-0209-92,You are a true savant.  when i play mortal kombat i only pick girls im not sexist i just like boobs,sexism,1.0,@tropicalcoffin,,
5723-4792-0185-3440-00,5723-4792-0185-3440-00,Still moist and juicy... Let's take a selfie..,sexism,1.0,,#MKR,
5756-2608-4294-6229-76,5756-2608-4294-6229-76,"This will be my face when your nasally, bogan head is banished from my TV!",sexism,1.0,,#MKR #MKRAUS #superbogan #cheats #ihateyou,http://t.co/2PNnMR0r5f
5608-0698-0018-0120-32,5608-0698-0018-0120-32,OK.  Whew.  That's good.  Get a real degree and forget this poison of victimhood known as feminism.,sexism,1.0,@eaballesty @tim_geelen,,
4952-9892-5314-9980-16,4952-9892-5314-9980-16,Because of fucking inane male opinions like this one.  Why are girls just mad at the world for no reason?,sexism,1.0,@hectasticcc,#notsexist,
5423-5604-0596-3489-92,5423-5604-0596-3489-92,"So maybe the issue is not ""BOYS ARE BETTER AT SPORTS"" but ""they are children playing school sports so leave them alone.""",sexism,1.0,@ColeMcDowell2,,
5755-9718-9642-0890-24,5755-9718-9642-0890-24,"RT : Kat, a massive c*nt. The biggest ever on",sexism,1.0,@daniel_kaye,#mkr #cuntandandre,
5628-3439-4143-2810-24,5628-3439-4143-2810-24,Opt in solves these problems.,sexism,1.0,@JacquesCuze @KimoiDoutei @aussielung,,
5338-4106-8706-3649-92,5338-4106-8706-3649-92,"I believe the correct term is bortches   I'm not sexist , but some girls are just straight birches honestly",sexism,1.0,@gailsimone @BenDay23,,
5698-6051-2319-7169-92,5698-6051-2319-7169-92,RT :    worth fighting for that actually do damage women and people of every race and gende…,sexism,1.0,@ImAnotherVoice @Dezzantibus @MT8_9 @theesadiemarie,,
5011-3994-8142-3420-16,5011-3994-8142-3420-16,"RT  I'm not sexist but female comedians should cease to exist, immediately. Jesus Christ are they painful to watch.",sexism,1.0,@OdemwingPlay,,
3919-8337-8297-1390-08,3919-8337-8297-1390-08,"Somehow, I doubt it.  More people would be satisfied with me as president than a women",sexism,1.0,@sellis94,#notsexist #NeverYield,
5758-7245-0359-0049-92,5758-7245-0359-0049-92,RT : Algerian Sheikh: We Have No Need for Women's Rights,sexism,1.0,@stardust193,#Islam #Sharia #WomensRights,http://t.co/JYg4E9LtEr
5644-6421-4501-0979-84,5644-6421-4501-0979-84,Oh my...that is the trolling equivalent of a WMD.  A Meme of Mass Destruction.,sexism,1.0,@dultery,,
5745-8203-2015-0769-92,5745-8203-2015-0769-92,"RT :    NO, it isn't....its about obnoxious Liberal women being able to spout garbage they say repr…",sexism,1.0,@Fairfax51 @wesleywitch @PolitiBunny @MT8_9,,
3981-1283-0445-9939-84,3981-1283-0445-9939-84,RT  Call me sexist but girls shouldn't do No Shave November. Sorry.,sexism,1.0,@devin_lord,,
5370-2836-5447-0899-84,5370-2836-5447-0899-84,"On feminism, it is not.  Im not a , I'm not , I'm a damn . and My opinion is just as valid as yours.",sexism,1.0,@gimpymuse,#feminist #sexist #Equalist,
3887-5992-8191-4590-08,3887-5992-8191-4590-08,"RT  I'm not sexist at all, but I do hold the firm belief that girls/women shouldn't be allowed to drive. No need to explain why",sexism,1.0,@GalenHerron,,
5760-0564-4718-8830-08,5760-0564-4718-8830-08,I think Annie will know her way around HQ as well she does around Lloyd's jocks,sexism,1.0,,#MKR,
5304-3479-2131-9360-00,5304-3479-2131-9360-00,"If you hadn't noticed, feminists are against taking pictures of anyone without their consent. Nice strawman tho, would trash",sexism,1.0,@JulianSemenza,,
5755-9546-0993-2860-16,5755-9546-0993-2860-16,RT : It's not Kat and Andre - it's  Tweeps ! Get the hashtag going!,sexism,1.0,@daniel_kaye,#cuntandandre #mkr,
5246-8352-7812-8170-24,5246-8352-7812-8170-24,RT  Hey so I'm not sexist but if you think Female Shepard is better than Male Shepard on Mass Effect you're basically broken,sexism,1.0,@RyanGebble,,
5759-4779-7565-8620-16,5759-4779-7565-8620-16,"RT : Bit rich calling other people elephants, Celine and Vicky.",sexism,1.0,@KelAnne_,#MKR,
4771-4278-7130-1630-08,4771-4278-7130-1630-08,"RT  I'm not sexist, but Jesus Christ Sarah palin is a complete joke in politics. Hillary is no different, better, but not much.",sexism,1.0,@KweezyKevin,,
4079-9268-9225-7729-92,4079-9268-9225-7729-92,"RT  im sorry, im not sexist, but i'd be scared to have a woman running the country. women are too nice.",sexism,1.0,@TroyMV1,,
5634-5708-6538-1539-84,5634-5708-6538-1539-84,. Are you a feminist?,sexism,1.0,@BlackOpal80 @WildeArthur,,
3844-3940-3315-0769-92,3844-3940-3315-0769-92,"RT  And were lost, I told you this didn't take us anywhere. Fuuck you female drivers. no sexist bro",sexism,1.0,@popeharrigan,,
5766-8822-8557-7830-40,5766-8822-8557-7830-40,RT :     ..song ranked No.1 on 26 record charts &amp; received 5 Grammy Noms. http:/…,sexism,1.0,@2DogsCaged @MT8_9 @Justin_Thyme_ @B1gTruckDriver @joyintorah18,,
5759-5269-0863-2149-76,5759-5269-0863-2149-76,"Omg!Can't wait until try hards, crazy eyed Kat &amp; douch bag go home! She can't cheat anymore so I'm guessing that will b soon! 😤",sexism,1.0,,#mkr,
5696-7199-6268-7779-84,5696-7199-6268-7779-84,No idea.  I just collect them randomly as I find them.,sexism,1.0,@NotThelastMAybe,,
5707-0145-8368-1109-76,5707-0145-8368-1109-76,. I saw/RT'ed it.  Too funny.  I saw this one today...,sexism,1.0,@facerealitynow,,http://t.co/NLIUdKfD7w
5689-5803-9862-1859-84,5689-5803-9862-1859-84,RT :   WE WIN! ahahahaha!,sexism,1.0,@Starius,#GamerGate,https://t.co/xuFwsIgxFK
5648-5700-2162-4179-84,5648-5700-2162-4179-84,RT :   Good article explaining here (but 'pay' and 'earning' still mistakenly conflated by author) http…,sexism,1.0,@dontdofacebook @Mich_McConnell @MT8_9,,
5759-5944-8427-9870-08,5759-5944-8427-9870-08,RT : Why is Kat over there looking smug? She can't even cook.,sexism,1.0,@Dean_Machine_,#MKR,
5660-3577-7021-1740-16,5660-3577-7021-1740-16,RT  I hope I'm not sexist but why do women love to argue with me and have the last word then laugh it off? This shit is serious.,sexism,1.0,@iamyaokhari,,
4723-8673-7692-3729-92,4723-8673-7692-3729-92,RT :  I'm not sexist but I'm old hat cleaning the car a blokes job cutting the grass a blokes job we have a dish …,sexism,1.0,@GaryWorkid @DubaiNameShame,,
4789-9696-8937-4919-68,4789-9696-8937-4919-68,RT  FYI the ones on my timeline know nothing about football,sexism,1.0,@Amman_24,#notsexist,
5723-5456-0980-7539-84,5723-5456-0980-7539-84,Steve. Drasko is the male equivalent of those faux models wannabe...,sexism,1.0,@mykitchenrules,#MKR,
5590-9443-1132-1720-32,5590-9443-1132-1720-32,"RT :  I'm not sexist, but fuck that lady. She's awful.",sexism,1.0,@Mini_Khoza @Masterbatker,,
5463-6192-7513-8289-92,5463-6192-7513-8289-92,RT  I'm not sexist but females can't rap,sexism,1.0,@P_Filippelli,,
4257-3041-1239-4400-00,4257-3041-1239-4400-00,"RT :   it's true, women's sport is awful, it lacks so much quality... I'd rather watch men's…",sexism,1.0,@EmmaKallenbach_ @HarryFremantle @TheJordanDenton,,
3962-8181-0025-3290-24,3962-8181-0025-3290-24,"RT  Girls should not, I repeat should NOT participate in no shave November",sexism,1.0,@a_reyessss21,,
3993-5330-4997-5600-00,3993-5330-4997-5600-00,RT  Superb parking; couldn't have done a better job myself LOL,sexism,1.0,@jgmason93,#womandriver #notsexist #2013writeoff,http://t.co/4mqjpCMnDs
