formatted_id,cleaned_text,Annotation,oh_label,users,hashtags,links
5749-6639-2178-3889-92,80% of muslim civilians are killed by taliban. look it up.,racism,1.0,@haroonstyles @halalflaws @greenlinerzjm @biebervalue,,
5644-8826-4292-1230-08,is that suppose to be some kind of stupid excuse for the barbarity of the shia militia?,racism,1.0,@RangAbdullah,,
5700-2705-6953-5649-92,so what is god's problem that he needs your submission? is he an egotistical jerk?,racism,1.0,@buellerishere @KellyTurner99 @brushyblues,,
5753-9173-7964-6670-08,"norm only got the book wrong. it should say quran, since muslims have been doing that for centuries.",racism,1.0,@FarooqSumar @CPMacL2008 @AliasHere,,
5750-6346-9537-4110-08,"no, just muslims having more babies as their prophet told them to do for the sake of population imperialism.",racism,1.0,@Kaya786,#Islam,
5551-5803-0837-2320-00,do you think that the cretins at salon understand mohammed's declaration of war on humanity? no,racism,1.0,@Salon @TheMuslimGuy,,http://t.co/CvhAFFBFAq
5766-3828-1858-7120-64,"the holocaust was by nazis. and the people who fought, killed and stopped them where christian westerners.",racism,1.0,@dankmtl,,
5646-0124-4434-4570-24,"rt : now let's be clear: it's not the ""minority"" within islam that believes in violence against blasphemers. it's the majorit…",racism,1.0,@MrPolyatheist,,
5677-6316-4613-3329-92,"given that islam declared war on all humanity 1400 years ago, why should we not burn down all mosques?",racism,1.0,@KeeganNYC @syedmuhammad555,,
5619-3824-2941-8819-84,daesh threw a major offensive friday to show they were still strong.  they only managed to show their weakness.,racism,1.0,@Dabiq_Warrior @Totenleserin,,
5635-1259-2899-9120-00,let people read the quran and see that it comes from hate.,racism,1.0,@obsurfer84 @teenage,,http://t.co/cuQDA0n32q
5526-9192-0737-4190-08,all of the land the muslims have they colonialized.,racism,1.0,@ibnHlophe @sibanda_tapson @eeviewonders @CTFleaMarkets,,
5767-5665-1715-2480-00,kiss my ass. i don't read books by muslim bigots written to promote their fascist murdering genocide of humanity.,racism,1.0,@AAlwuhaib1977,,
5717-7556-0684-2119-68,by showing your love of a genocidal animal like baghdadi you have given the reason why islam must be exterminated.,racism,1.0,@DianH4,,
5664-9463-1513-1779-84,"islam is a pile of manure that destroys human freedom, human life, human expression and creates endless divisiveness.",racism,1.0,@discerningmumin,,
5740-1225-0375-0860-16,"the islam is the hate, microbrain.",racism,1.0,@AnAnnoyingTweep,,http://t.co/pWXCGc4ChT
5517-6854-3277-3550-08,nothing desperate about it. humanity realizes now that islam declared war on it 1400 years ago and islam will be destroyed.,racism,1.0,@anjemchoudary,,
5644-6254-7672-1130-24,and for the last 1000 years muslims have contributed virtually nothing to science.,racism,1.0,@Vandaliser @sajid_fairooz @IsraeliRegime,,
5603-1417-7634-3249-92,tell me something that isis does that mohammed did not do.,racism,1.0,@cdnKhadija @johnnygjokaj @98Halima @BilalIGhumman @rfrankh53,,
5619-3635-4527-8179-84,"in other words, you were too stupid to understand that your 7th century barbarity would bring more enemies.",racism,1.0,@Dabiq_Warrior @Totenleserin,,
5539-8447-5139-3059-84,"people fill ""the void and emptiness"" with all kinds of imaginary nonsense, including allah.",racism,1.0,@TheLadyInBlackk @ToAllahWeReturn,,
5534-0066-2461-9320-32,i don't care.  it's none of mohammed's business what religion someone wants to be.,racism,1.0,@KhaledHamaki,,
5663-9753-5023-9349-76,"the muslims conquered 2/3 of the christian world before it attacked back. so again, what are you crying about.",racism,1.0,@discerningmumin,,
5767-7167-7276-6350-08,rt : good morning pissed off american patriots! cops in danger?,racism,1.0,@DonAgainstislam @jasphil @LegendsofNWI @donttreadonme65,,http://t.co/8sEg6jv…
5755-1343-8325-2440-32,free them to do what? cut off the heads of gays? honor killings? child marriage? exterminate jews? throw ppl off buildings?,racism,1.0,@recoveringlibrl,,
5751-7212-6321-1969-92,nobody said that goat fucker. you made it up.,racism,1.0,@Isham_AlAssad @UN,,
5522-6628-4344-5539-84,as they see more and more of the vileness of islam in action they will change their minds.,racism,1.0,@hananehs @haaretzcom,,http://t.co/nPOd1nWqZe
5685-8276-9640-4769-92,"""that which your right hand posses"" means slave.  the quran gives clear permission to rape slaves.",racism,1.0,@buellerishere @KellyTurner99,,
5755-1569-8308-5139-84,"another race baiting idiot. if it were about ""brown men"" i would hate hinduism and buddhism and tao. but i only hate islam.",racism,1.0,@nine11inreverse,,
5747-2444-6952-4229-76,maybe they are not that anxious to have a bigot like blumenthal encourage even more muslims to murder more jews in france.,racism,1.0,@MJayRosenberg,,
5667-0097-0671-7509-76,rt : islamic states reveals it's air force ! lol daesh bags isis isil,racism,1.0,@The_Rebel_Heart,,http://t.co/JAgBL5XzeH
5522-4599-2721-2519-68,rt :   pc puzzle: converting to a religion of peace leading to violence?,racism,1.0,@PeterTownsend7,#ISIS #Islam,http://t.co/TBJUsaeMUH http://t.co/G4xOh…
5644-6109-3821-5009-92,go read about the history of algebra. the few small contributions from mus came from conquered ppl,racism,1.0,@Vandaliser @sajid_fairooz @IsraeliRegime,,
5682-7286-0159-9800-32,"the peaceful q verses are pre medina, mecca verses when mohammed had little power and was endangered.",racism,1.0,@UmarFarooq_ @FaheemHus @jackmjenkins,,
5670-3206-0317-9420-16,"islam was made for stupid, violent, lying, criminal, useless thugs and you fill the bill exactly.",racism,1.0,@watan71969 @s_rsantorini630 @pari_passu,,
5648-8603-4102-4890-24,"and west killed the guy who killed the 6 million jews. in muslim world, hitler was hero.",racism,1.0,@Qoloob4 @Vandaliser @sajid_fairooz @IsraeliRegime,,
5551-5472-8653-2999-68,do the trolls at salon know that the prophet mohammed was a caravan robber?  they don't.,racism,1.0,@Salon @TheMuslimGuy,#Islam,
5530-0656-4466-8890-24,"no, islam declared war on all humanity 1400 years ago.",racism,1.0,@RiosJose559,,
5766-2888-2696-1180-16,load of bs. their numbers fell steadily since then. and you're still too stupid to see that doesn't change ratios.,racism,1.0,@dankmtl,,
5723-4149-8827-5219-84,drasko they didn't cook half a bird you idiot,racism,1.0,,#mkr,
5594-4431-3969-7950-08,you will see that loss of men and weapons accelerate land loss in the next few months. the kurds are on the mosul doorstep.,racism,1.0,@LifeInKhilafah,,
5678-2744-5484-6590-08,"as long as the middle east is in the grip of , there will never be such a thing as an arab spring.",racism,1.0,,#Islam #Syria #Libya #Yemen #Iraq #Egypt,
5767-5030-9470-4010-24,71 christian churches looted and burned by muslim mobs.,racism,1.0,@AAlwuhaib1977,,http://t.co/xeGlOFsNWJ
5750-4355-6361-9489-92,islamophobia is like naziphobia. there is no such thing.,racism,1.0,@Kaya786,,
5749-4798-9271-1509-76,"rt : rt: the true history of  and slavery 

must see",racism,1.0,@lajouetreine @UnPoliticalPrty,#Islam #PJNET,http://t.co/UFJt3iAzzw
5595-5936-6433-4560-00,"islam, on the other hand fights to take away people's freedom and force them to obey an imaginary terrorist god.",racism,1.0,@LifeInKhilafah,,
5561-7158-5782-9479-68,i haven't seen jews go on killing rampage against holocaust deniers. violence is islam's answer to everything,racism,1.0,@essel1,,http://t.co/VmKNWn1aW4
5528-8834-6767-1589-76,when does freedom of speech not insult someone.  why should a hate filled religion be excluded?,racism,1.0,@ldstarr18 @AC360,,http://t.co/srvMUIMFBC
5764-5360-0534-1390-08,"outside the israel conflict, hamas still beheads gays, does honor killings, throws opponents off roofs",racism,1.0,@PhilipMills8 @PsychBarakat @jncatron,,
5572-5341-3784-6780-16,as would i.  but of course many muslims live under theocracy. and where they are minorities they try to creep up to it.,racism,1.0,@PoliticalAnt,,
5532-0950-1168-3160-32,islam cannot forbid anything.  it is a sick cult with no power under the law.,racism,1.0,@deafgirl1,,
5659-0464-0454-0380-16,too bad the caliphate is too stupid to create it's own twitter. madrassas only produce morons.,racism,1.0,@AbiAlbaraaShami @mir576607189,,
5754-6776-8805-3920-00,not only them. mohammed ejected the other 2 jewish tribes from medina and later slaughtered them at khybar.,racism,1.0,@harmlesstree2 @MaxBlumenthal,,
5653-0781-1371-1680-00,"yes, if we just sit on our butts and let them murder and enslave ezidis and christians, ...",racism,1.0,@KenIsaacs1 @RaymondArroyo @DavidLimbaugh @AP,,
5748-9057-9038-8590-08,"yes, let's try to fool people into believing a lie - that  is a religion of peace.",racism,1.0,@TeleGardening @kzaal,#Islam,
5752-8918-9220-0039-68,half of saudi women are beaten at home because the quran permits it.,racism,1.0,@halalcunty @biebervalue @liamxkiwi @greenlinerzjm @halalflaws,,
5646-0302-6321-5879-68,what an incredible piece of garbage.  the muslims crusaded against the christians 400 years before christian crusades.,racism,1.0,@HuffPostRelig,,
5740-0331-7606-4780-16,islamophobia - fear of this.,racism,1.0,@MaxBlumenthal,,http://t.co/Ky1NQPNlYb
5660-7481-3769-1870-08,sharia law is far more evil than outlawing a few vices. here.,racism,1.0,@suzanneblueblue @AmyMek @SonnieJohnson,#Islam,http://t.co/vJtyjZleeG
5711-6963-7351-5800-32,"fuck allah, the phony god of islam and terrorism.  outlaw  now.",racism,1.0,@zakirnaikirf,#Islam,
5685-6970-4995-8970-24,"now if anyone in the west said that you would go balistic, but for islam you are a pandering ass kisser.",racism,1.0,@KellyTurner99 @buellerishere,,
5717-7685-2995-4040-32,"futhermore, islam is based on theft. mohammed raised his armies by giving them 4/5 of everything they stole.",racism,1.0,@DianH4 @rogue_allah,,
5570-3094-5472-0000-00,you babble like a moron while muslims are throwing gays off buildings.,racism,1.0,@okieatheist @EWErickson,,
5558-1452-2628-2350-08,"you have to be an idiot to think that you can follow an ideology of murder, imperialism, hatred and have people like you for it",racism,1.0,@NNdabbour64,,
5740-0369-5139-9790-08,islamophobia - fear of this.,racism,1.0,@MaxBlumenthal,,http://t.co/IFRn2T77KF
5532-2858-8191-7150-08,i read the entire quran.  islam is what is wrong.,racism,1.0,@ameedjadallah,,
5552-0066-0439-0520-32,"there have been 22,000 islamic terrorist attacks since 9/11.",racism,1.0,@JosephIsVegan @SumbelinaZ @IronmanL1 @Hatewatch,,
5544-1528-6988-7100-16,i choose to define it by the quran and it's followers.  and most are extremists.,racism,1.0,@adoomieforlyf @Shaffrazz,,http://t.co/6iB4yH5y78
5754-8118-8552-3310-08,only an idiot that doesn't history would say that.you have never studied the barbarity of the muslims during that entire time,racism,1.0,@harmlesstree2,,
5647-9692-9536-5690-24,most of mohammed's 17 military expeditions were offensive.,racism,1.0,@Qoloob4 @Vandaliser @sajid_fairooz @IsraeliRegime,,
4899-3863-6956-1349-76,santa just *is* white,racism,1.0,@MisfitInChains @oldgfatherclock @venereveritas13,,
5523-0880-1228-2590-08,rt : the jihad of words:how words in islam are twisted to deceive the kafir,racism,1.0,@IronmanL1,,http://t.co/aFcgWBrqAM
5642-0859-5873-4360-32,scum bag isis supporters will say anything to justify their barbaric behavior.,racism,1.0,@PeoplesReport @AlterNet,,
5525-3564-6196-4940-16,"rt : . most stupid comment. hitler wasn't religious, that's a muslim lie. truth is hitler admired muslims  @…",racism,1.0,@riwired @HillaryGuess @VileIslam,,
5663-9702-0550-6190-08,"so if you are against slavery, you cannot be a muslim. so why are you crying about slavery when the quran approves it?",racism,1.0,@discerningmumin,,
5552-1247-8565-8720-00,tell it to the islamofascists.,racism,1.0,@IAmThe1Teacher,,
5752-9739-0762-0090-24,the english &amp; israel were really thinking ahead when they sent baghdadi to all those islamic religious schools.,racism,1.0,@loveconcursall @ottomanland,,
5722-5235-8043-8240-00,"as expected, when the terrorist group hamas won the election in gaza it was the usual one man, one vote, one time, islamist election.",racism,1.0,,#Islam,
5709-5836-2218-6190-08,daesh followers of the pedophile prophet mohammed and the terrorist allah are dying in their rage and in their thousands.,racism,1.0,@EuklidProof,,
5572-7121-5169-9989-76,"but there are very few of those. on the other hand, 2/3 of muslims want barbaric sharia.",racism,1.0,@Lithobolos @PoliticalAnt @ZaibatsuNews,,
5602-1084-1316-7740-16,could that be because islam declared war on humanity 1400 years ago?,racism,1.0,@AbuYigitAlCahrz @LeonardoMaxwel1,,http://t.co/xZjOzUQnZx
5704-3826-2063-4360-32,"karen armstrong is a liar that tries to whitewash the inherent violence, hatred and bigotry of islam and its prophet.",racism,1.0,@wahab19493312,,
5603-1518-2740-5459-84,"no muslim land has ever lived under anything but tyrants, dummy.",racism,1.0,@98Halima @johnnygjokaj @rfrankh53 @BilalIGhumman @cdnKhadija,,
5682-7343-8902-6119-68,"the example of mohammed gives us a man who owned slaves, raped women, beheaded 600 jews in one day.",racism,1.0,@UmarFarooq_ @FaheemHus @jackmjenkins,,
5664-9633-5390-4579-84,"islam is a slave religion, both for it's followers and for the people it enslaves, and for the dhimmis it rules.",racism,1.0,@discerningmumin,,
5622-4867-2805-5320-32,"then he launched a completely unprovoked attack on the jews of khybar, murdered many and stole their land.",racism,1.0,@sajid_fairooz @IsraeliRegime,,
5555-3640-1266-0080-00,"for example, 80% of all civilians killed in afghanistan are killed by taliban.",racism,1.0,@_enzk @SumbelinaZ @IronmanL1 @Hatewatch,,
5751-8434-7986-1820-16,so asshole muslims reserve the right to act like animals and scream like women when other do it.,racism,1.0,@alihadi68 @MaxBlumenthal @rudoren @nytimes,,
5717-7779-4734-0920-32,but it really doesn't matter who the mujahedeen animals are fighting. they have been murdering someone for 1400 years.,racism,1.0,@DianH4,,
5673-5170-1384-8760-32,rt :    being nice 2 islam is like hugging a serial killer and thinking he will stop bur…,racism,1.0,@sneekinsneekout @Madasatrain69 @OZzSue @Muslim_Patrol,,
5572-8971-5603-6199-68,nazis were not christians.  mohammed led 17 major military expeditions. jesus led zero.,racism,1.0,@Lithobolos @PoliticalAnt @ZaibatsuNews,,
5670-3768-8444-7480-32,read the statistics microbrain. look at the percentage of the worlds muslims that want to kill apostates.,racism,1.0,@shehzilk @watan71969,,
5638-7623-6837-9130-24,"yeah, it's called caring about human life, idiot - something a genocidal daesh would'nt understand.",racism,1.0,@scamp_faridxx @AbuAlbaraaSham,,
5603-1613-4361-0229-76,the term islamophobe makes as much sense as naziophobe.,racism,1.0,@cdnKhadija @johnnygjokaj @BilalIGhumman @98Halima @rfrankh53,,
5764-5523-2441-3520-00,"themselves clearly tell you that their intentions are a bigoted, racist holy war of extermination.",racism,1.0,@PsychBarakat @PhilipMills8 @jncatron,,
5751-6773-9972-6040-32,"like a bunch of mindless bots, muslims repeat the same lies in exactly the same words, every day, multiple times a day.",racism,1.0,@NewPakistan2020,,
5696-8884-2736-7749-76,daesh really go to extremes to stage their propaganda material.,racism,1.0,@zaidbenjamin,,
5522-6002-2130-8640-00,"again, your entire concept of god corresponds to a tyrannical earthly egomaniac because you are simple and stupid.",racism,1.0,@ummayman90,#Islam,
5670-3740-4289-0490-24,99% of the time you muslims play the victim card it's a lie and the reverse is true.,racism,1.0,@shehzilk @watan71969,,http://t.co/xQxxQ4wDho
5552-0180-9032-4460-16,the hindus tried a pacifist approach to islam.  the muslims responded by murdering 80 million.,racism,1.0,@IAmThe1Teacher @IronmanL1 @stevecorrales80,,
5552-4353-6615-2359-68,why is isis obsessed with beheadings? because their terrorist prophet mohammed had 600 men beheaded in one day.,racism,1.0,,#Islam,http://t.co/ZKqZuyyhjS
5758-2473-6741-0200-32,"it's not , it's . sex slavery is permitted in many muslim countries. here is the proof.",racism,1.0,,#ISIS #Islam #Saudi #Iraq,http://t.co/rlwz0BqUBs
5546-7235-0361-5710-08,a piece at a time. start by outlawing new mosques and stoping muslim immigration.,racism,1.0,@CamilleHughes16 @edbarber101658 @_Watch_Observe_,,
5645-9745-6420-0979-84,this is an idiotic study made with an objective in mind.  terrorism is not included in the murder rate.,racism,1.0,@ZorazZora @zackbeauchamp,,
5662-9505-9138-4899-84,not nearly to the extent that they went insane over a mohammed cartoon.,racism,1.0,@WithTrish @JRehling,,
5634-6694-4280-4080-00,the quran clearly and explicitly declared war on all humanity 1400 years ago.  so humanity must declare war on islam.,racism,1.0,@oni_keji @TheAtlantic,,
5749-1664-9020-6000-00,here is the quran stating that the witness of a woman is worth half that of a man.,racism,1.0,@biebervalue @greenlinerzjm,#Islam,http://t.co/qlZFV7ZXkJ
5749-8583-4778-0750-08,"two verses and we can agree that islam tells women to stay home, cover up, obey your husband, right?",racism,1.0,@AMohedin,,
5634-6356-5504-2830-08,funny how defenders of islam like to bring up the crusades. but the muslim crusaders were attacking christianity first.,racism,1.0,@PatVPeters,,
5539-4384-1607-5239-68,that's like saying that my freedom is limited if i'm not allowed to kill you.,racism,1.0,@CamilleHughes16 @_Watch_Observe_,,
5746-8451-9342-6940-16,"islamolunatics have conducted 21,000 terrorist attacks since 9/11",racism,1.0,@BDSSupporter @tummala82 @Clashoftherats @YusufPeaceful @IndyVoices @CUFI,,
5644-5348-7790-9159-68,"any achievements by jews in spain was despite islam, not because of it.",racism,1.0,@Vandaliser @sajid_fairooz @IsraeliRegime,,
5739-4782-6662-6049-92,"the sahara and the arabian peninsula are different places, microbrain.",racism,1.0,@tti1947,,
5670-1145-5321-3909-76,"the muslims think that lying is the greatest of all virtues, after genocide.",racism,1.0,@watan71969 @s_rsantorini630 @pari_passu,,
5662-9550-9413-8179-84,"you can stop the ""one muslim"" nonsense. look at what the muslims tell the pollsters.",racism,1.0,@WithTrish @JRehling,,http://t.co/wUrZen3W1p
5673-8017-7454-2520-32,rt :     turks won't bomb isis because isis kill christians,racism,1.0,@swagd0ctor @VileIslam @TRobinsonNewEra @OZzSue @BBCNews,,http://t.co/HotvEOhXtz
5551-4614-5849-0160-00,stupid comment. isis is sponsored by islam and they behave exactly like the terrorist prophet mohammed.,racism,1.0,@G_Abdulazeez,,
5649-9108-2887-2620-16,"rt : good for labour and now tory's! encouraging immigrants to enrich us, making the uk a better, freer, nicer place!",racism,1.0,@pperrin,,http://t.co/7…
5603-1232-3080-8510-08,isis practices genocide because the prophet mohammed practiced it.,racism,1.0,@98Halima @rfrankh53 @BilalIGhumman @johnnygjokaj,,
5551-9723-4426-7040-00,another guilt feeling fool.  islam attacked and conquered 2/3 of christianity before crusades.,racism,1.0,@stevecorrales80 @IronmanL1 @IAmThe1Teacher,,
5594-0903-7809-1640-32,what's to understand. the daesh have passed a law that people cannot leave raqqa or mosul because they are sewers of terror.,racism,1.0,@LifeInKhilafah,,
5755-4799-8106-7059-84,"mohammed owned slaves, jesus did not.  mohammed robbed caravans. jesus did not.",racism,1.0,@pNibbler @AlterNet @MaxBlumenthal,,
5681-1093-0266-9520-00,the drivel is correct. isis behaves exactly as the prophet mohammed behaved.,racism,1.0,@UmarFarooq_,,
5620-5396-2132-4880-00,why would anyone loan money to greece when they can be 99.9% certain it will never be paid back.,racism,1.0,,,
5517-9676-8623-4360-32,it seems that allah sits around all day obsessing about women's hands and faces showing.  i guess idiots need a god on their level.,racism,1.0,,#Islam,
5648-5440-4642-1200-00,and is this a lie that westerners created?,racism,1.0,@Qoloob4 @Vandaliser @sajid_fairooz @IsraeliRegime,,http://t.co/qbghh9xgCo
5677-0674-4827-0360-32,"actually, they follow the quran and the hadiths exactly. it's the ""moderate muslims"" who ignore  much of their canon.",racism,1.0,@sibelo76,,
5747-6259-7964-1159-68,"self genociadal, self serving liars.",racism,1.0,@Alfonso_AraujoG @ardiem1m @MaxBlumenthal @oldkhayyam,,
5641-7308-9303-3100-16,"so while he murdered thousands of jews, you talk about visiting some sick neighbor, idiot.",racism,1.0,@buttercupashby @MaDaSaHaTtEr_17,,
5541-2597-3507-9569-92,now if we can only get the world to recognize that islam declared war on humanity 1400 ago and outlaw it.,racism,1.0,@Abu_Baraa1 @Myself_00001,,
5594-0871-5879-5669-76,"the prophet mohammed was illiterate, superstitions, and knew nothing but war, theft and slave trading.",racism,1.0,@LifeInKhilafah,,
5739-5983-1381-4060-16,"furthermore, those jews were not nomads.  in fact, the city of medina was established by jews before mohammed attacked them.",racism,1.0,@tti1947,,
5658-8828-0038-6090-24,"that's the disadvantage of following a religion of uneducated morons, so that you have to rely on kufir for everything.",racism,1.0,@TheInfoIslam,,
5551-6989-7559-6380-16,islam tells us that we must accept sexism. so i guess muslim sexism must be accepted or you are racist.,racism,1.0,@Salon,,http://t.co/K5F0F4oSsB
5750-6195-7989-9210-24,the problem is that i have far more knowledge of islam than you and it is your mind that has been shrunken by islam.,racism,1.0,@Kaya786 @fai3an_H,,
5523-1114-2539-0800-00,there is no personal relationship with creator in islam. everything comes through a phony prophet and the only relationship is fear,racism,1.0,@Nigzzzk,,
5594-1465-1750-8670-08,"for example, muslims claim algebra, but the greeks and indians were making good progress on algebra before mohammed was born",racism,1.0,@LifeInKhilafah,,
5627-2736-9937-7809-92,more of the same kind of burning by other muslims.,racism,1.0,@Missy10013Kathy,#Islam,http://t.co/qG7AQjdGAQ
5580-6821-3184-2090-24,islam is terror.  to fight terror you have to fight islam. your prophet and your god are both sick terrorists.,racism,1.0,@hdmovieus,#Islam,
5534-0160-9678-3610-24,you choose your religion and islam is clearly barbaric and inhuman. it has zero to do with god.,racism,1.0,@IftikharAwan,,
5670-7468-9818-6940-16,and he was also a total fraud.  he made up the verses of the quran when he needed them as he needed.,racism,1.0,@truaemusic @mattybboi83 @Number10gov,,
5702-9660-9554-2270-08,who else are we suppose to talk to in muslim land when they produce nothing but filth.,racism,1.0,@DianH4 @ExposeFalsehood,,
5631-5998-8890-1080-32,rt : uk: hundreds more muslim child rape gang cases discovered; authorities still hiding them for fear of islamopho...,racism,1.0,@PamelaGeller,,http://…
5763-5126-2720-9500-16,those same genocidal muslims that practice their bigotry and barbarity against religious and ethnic minorities everywhere.,racism,1.0,@roisin_morgan,,
5669-8361-5834-1240-32,"you are a total liar, just like your pedophile prophet. un soldiers don't burn people alive.",racism,1.0,@watan71969,,
5541-3323-6977-1360-00,why do these so called moderate muslims never ask themselves why islam has over 100 terrorist groups and no other religion is remotely close,racism,1.0,,,
5644-7486-6359-7379-84,"if you want to ignore the mountain of data that shows islam to be a pile of crap, that's your prob",racism,1.0,@Vandaliser @sajid_fairooz @IsraeliRegime,,
5754-7697-3939-5189-76,again you are an idiot. the muslims were thugs. they quickly figured out that if they forced everyone to convert there..,racism,1.0,@harmlesstree2,,
5670-7235-8943-3180-16,there are over 100 islamic terrorist organizations. kkk virtually dead. there is no canceling out.,racism,1.0,@truaemusic @mattybboi83 @Number10gov,,
5523-1029-6652-8289-92,"exactly.  read the quran and the hadiths and find out for yourself how hateful, bigoted, sexist, vile and inhuman  is.",racism,1.0,@LLiraqi,#Islam,
5561-7170-9867-2460-16,rt :  same country where conversion away from islam is illegal.....one way street and a slow wiping out of non-musl…,racism,1.0,@b_kisan @TRobinsonNewEra,,
5767-5369-4856-7200-00,has bloomenthal ever written about the endless attacks by his muslims on egyptian copts?,racism,1.0,@MaxBlumenthal @Ajzionts,,http://t.co/xeGlOFsNWJ
5670-7686-0178-0720-00,the great left lie is that it's just a handful of extremists.,racism,1.0,@truaemusic,,http://t.co/kU63X9E4eQ
5635-4450-7082-2360-32,and today many muslims are still worthless thugs that produce nothing. they are either rescued by oil money or try to steal.,racism,1.0,@obsurfer84,,
5664-0629-1002-6300-16,islam is the most genocidal religion on the planet.  mankind must exterminate islam or be exterminated by it.,racism,1.0,@discerningmumin,,
5739-4660-4157-1660-16,i know that they teach their kids to hate jews but they teach them nothing that is needed to run a country or economy.,racism,1.0,@congressman_aly,,
5660-9851-8616-4490-24,all the land that islam holds came from war and murder. the us does not occupy a single country anywhere.,racism,1.0,@Love___Egypt @washingtonpost,,
5719-1302-7634-6510-08,"the hadiths are the sunnah of the prophet, microbrain. so you can't throw out the ones you don't like.",racism,1.0,@iAmCaticorn @CherguiaMbark,,
5527-0965-5097-7699-84,rt : christian lady in pakistan is facing execution for blaspheming the prophet mohommed. they take islam serious as hell. no fr…,racism,1.0,@DHfromtheV,,
5673-5097-2989-4689-92,rt :    'no compulsion in religion' (qu'ran 2:256)? think again!,racism,1.0,@PeterTownsend7,#isis #quran #Islam,http://t.co/58fFleMt1n http://t.co/fXZDSr…
5760-1845-6564-2279-68,"so they blow up statues and churches and attack civilians because it's all they can do as they ""die in their rage"".",racism,1.0,@AhleFars,,
5522-4291-2487-3050-24,he is following the example of his prophet who married one of his wives at 6. they do everything their prophet does exactly.,racism,1.0,@alikoeln,#Isam,
5522-5349-5328-2480-00,and you can't use the culture excuse because mohammed claimed to be guided by allah and that he was creating a culture.,racism,1.0,@ummayman90,#Islam,
5671-3598-1623-4430-08,one of the first thing the prophet mohammed did in his islamic quest was to start  murdering jews.  it has never really stopped,racism,1.0,@MEAN_MARINE,,
5722-9225-4552-8629-76,"rt : islam is in the news everyday. 
not for good works but for it's savage evil !",racism,1.0,@nobigotry,,http://t.co/HIjGYq5Ga1
5675-8096-6172-9100-16,"i've seen it before microbrain. i just told you, every verse of the tao te ching is superior to every verse of quran",racism,1.0,@Raja5aab @Quickieleaks,,
5558-7581-6211-3539-84,the stupidity of jihadis who think that you only need guns to run a civil society.,racism,1.0,@AlMonitor,,
5745-8760-8392-5809-92,good. by marching on israeli checkpoint the women were obviously trying to create a confrontation.,racism,1.0,@RaniaKhalek @MaxBlumenthal @NickKristof,,
5541-5926-4122-8270-08,rt : suicide bombing by 10-year-old girl@ nigeria kills10  blowing up a 10 yr old girl-inspired by islam…,racism,1.0,@hstapanghosh,,http://t.co/jareR5Dzal
5530-7828-8281-6369-92,rt : all religions are not the same. islam is more violent than other religions.,racism,1.0,@taslimanasreen,,
5659-3525-8021-8060-16,coming from a scum bag that practices religious bigotry.,racism,1.0,@ajwatamr @YRohaibani,,http://t.co/vHY5tXvbfd
5754-7967-0805-6560-00,jihad is the cornerstone. it is a declaration of war on all humanity. and it can only stop when islam is completely discarded,racism,1.0,@harmlesstree2,,
5747-7768-4963-7699-84,he only meant knowledge of his fraudulent religion. mohammed was an illiterate who didn't know squat.,racism,1.0,@aqutbuddin,,
5659-1509-9999-6540-16,don't be an idiot.  there are more than 100 muslim terrorist organizations. no other religion has anything close.,racism,1.0,@shamsmuna @ajwatamr,,
5644-6151-5437-1219-84,those muslim states survived off the sweat of slaves and the intellect of minorities.,racism,1.0,@Vandaliser @sajid_fairooz @IsraeliRegime,,
5747-6565-7675-2970-24,mohammed told muslims to take over all of the arabian penninsula from jews and christians.,racism,1.0,@Alfonso_AraujoG @ardiem1m @MaxBlumenthal,,
5528-5234-1120-9710-08,islam is a cult of murder that declared war on all of humanity 1400 years ago. here is proof.,racism,1.0,@DiversityRUs,,http://t.co/JH80InPaNz
5663-0854-9282-6320-00,the world is doing nothing. islam is producing the terrorist activities and has been for 1400 years.,racism,1.0,@WithTrish @JRehling,,
5660-8232-8959-5249-92,this is kiddie stuff compared to what muslims do every day.,racism,1.0,@Love___Egypt @washingtonpost,,http://t.co/748SXvjf2U
5763-6178-4157-6760-32,maybe you should teach that respect to muslim assholes like these.,racism,1.0,@Michaelplates,,http://t.co/j21YpGt0Rl
5703-9490-7711-3980-16,attacking innocent unarmed civilians is the only success the daesh have any more.,racism,1.0,@murasllh @levantin47415,,
5611-6716-1088-3109-76,and we fought the germans for their actions.  the first crusades were muslims attacking christiandom.,racism,1.0,@AmandaSheils1 @Colonel_Shami,,
5517-8727-3256-0510-08,the muslims have exterminated christians and jews all over the me and continue today.  where are the un resolutions?,racism,1.0,@REMY119,,
5717-7475-6418-0320-00,you are the one who believes in a god that asks one part of his creation to murder another part. impossible to get any stupider.,racism,1.0,@CavusSeyit,,
5663-9631-2564-6830-08,but the western world gave up slavery on it's own. no one forced them from the outside.,racism,1.0,@discerningmumin,,
5522-5523-5863-7569-92,"if god is protecting his islam, why does he need you to protect it, murder apostates, and spread his vile religion by sword.",racism,1.0,@ummayman90,,
5759-4908-6055-9980-16,lost the plot - where's the big texan with the elephant sized steaks that they all have for brekkie ?,racism,1.0,,#MKR,
5703-9526-9960-8970-24,"we don't care. as long as there are a lot of dead daeshbags, they will loose more than they gain.",racism,1.0,@murasllh @levantin47415,,
